pk_feature_id,city_code,city_name,city_area,parcel_area,percentage,household
54000000000097,1801022481,چغادك,2741682.032259496,2741682.0322608743,100.00000000005028,10511
54000000000098,0703012297,سده,3019403.4720472554,3015309.6063009026,99.8644147499911,2891
54000000000099,1704031511,سي سخت,4823387.809997846,4823387.809997846,100,5632
54000000000100,1707012130,باشت,3186027.589337396,3186027.5893362244,99.99999999996322,6896
54000000000101,0712032555,كامفيروز,883294.3794458964,883158.562754297,99.98462384741036,1155
54000000000044,0724021317,خنج,10164040.651541883,10164040.651541574,99.99999999999696,15772
54000000000045,1810012621,عسلويه,2421980.691845329,2421980.6918448033,99.9999999999783,11022
54000000000046,0715042236,علامرودشت,2268855.2056481503,2268855.205646565,99.99999999993014,892
54000000000047,0721022211,مهر,2891032.0841927985,2891004.076074206,99.99903120692622,5970
54000000000048,0721032559,وراوئ,2220963.890631799,2220963.8906293176,99.99999999988827,1340
54000000000049,2211021569,پارسيان,6161630.471065367,6145801.196705648,99.74309925864506,11290
54000000000050,0721012425,گله دار,6074960.911071145,5807903.299970003,95.60396165488983,5970
54000000000051,1806021523,بندركنگان,15320942.90669855,14861993.015245613,97.00442789815321,55912
54000000000052,1806022620,بنك,3048489.6385316355,11860.78681541405,0.3890709243521336,24481
54000000000053,1809022259,جم,12315822.923319347,12097355.668137565,98.22612539542018,24067
54000000000054,1805021522,بندردير,7301637.42096429,6597243.394890931,90.35293064469458,1128
54000000000055,1806022661,سيراف,2501407.179090933,2439993.0980594154,97.54481871064922,4094
54000000000056,0711011316,اوز,7151225.7715920145,7120008.083378585,99.56346381430942,12407
54000000000057,0720022011,امام شهر,1340450.6831540617,1340450.6831541995,100.00000000001027,1491
54000000000058,2211012004,كوشكنار,2277027.6415146985,1931770.356782254,84.83736962882118,1886
54000000000059,0720022012,مبارك آبادديز,1629786.0131180107,0,0,0
54000000000060,0715011318,لامرد,24907607.08743084,24907607.087441932,100.00000000004454,35254
54000000000062,0611011288,شادگان,10653248.666563064,8669448.675281694,81.37845033592575,21513
54000000000063,0617012104,لالي,3184431.047685561,3184431.0476862155,100.00000000002056,9180
54000000000064,0612021290,شوشتر,23976892.37385265,21075861.945969887,87.90072381921185,54085
54000000000129,0604031274,ايذه,13793311.40025965,13784426.505853778,99.93558548670404,55212
54000000000130,0615032596,صيدون,2705547.424987404,2705547.42498768,100.00000000001019,3753
54000000000131,1702062480,ديشموك,1697165.9373672546,1697165.9373670295,99.99999999998673,3423
54000000000132,2205031575,ميناب,26423814.356169727,24880944.788649473,94.16106415703754,39118
54000000000133,0816022176,قلعه گنج,6138499.717749758,5309979.358781472,86.50288511747291,8360
54000000000102,0706021304,اردكان,3517042.0275766607,3467057.774211069,98.57879851950383,8470
54000000000103,0726022337,مصيرئ,4414690.871739738,2839121.6142747146,64.31076822273347,1518
54000000000104,0713031325,نورآباد,12955419.683096882,12901172.119959025,99.58127513839915,29121
54000000000105,0712041324,مرودشت,27518289.148524083,23783920.730499603,86.42950367346958,86832
